NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE	NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE		321	0.4190959	1.6982561	0.0	0.0014620663	0.385	1714	tags=24%, list=12%, signal=27%	
GSE10273_LOW_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_DN	GSE10273_LOW_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_DN		162	0.4494511	1.6977322	0.0	0.0014722771	0.389	2638	tags=37%, list=19%, signal=45%	
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_12H_DN	GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_12H_DN		155	0.4518494	1.6976743	0.0	0.0014762811	0.39	1966	tags=28%, list=14%, signal=32%	
GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_UP	GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_UP		130	0.4569785	1.6973698	0.0	0.0014741133	0.39	1938	tags=30%, list=14%, signal=34%	
GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP	GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP		120	0.4607199	1.6971297	0.0	0.0014749849	0.391	1031	tags=18%, list=7%, signal=19%	
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_DN	GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_DN		178	0.44086596	1.6961895	0.0	0.0014849032	0.394	1520	tags=26%, list=11%, signal=29%	
GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_UP	GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_UP		162	0.45058984	1.6957511	0.0	0.0014918533	0.395	1732	tags=27%, list=12%, signal=30%	
GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_24H_UP	GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_24H_UP		135	0.45327234	1.6955278	0.0	0.0014987502	0.397	1511	tags=29%, list=11%, signal=32%	
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_MEDIUM_HIGH_ADVERSE_EVENT_SUBJECTS_1DY_UP	SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_MEDIUM_HIGH_ADVERSE_EVENT_SUBJECTS_1DY_UP		27	0.6275517	1.6954539	0.0	0.0014965654	0.397	1817	tags=37%, list=13%, signal=42%	
GSE20715_WT_VS_TLR4_KO_LUNG_UP	GSE20715_WT_VS_TLR4_KO_LUNG_UP		147	0.4543304	1.6950159	0.0	0.0014973956	0.398	1705	tags=26%, list=12%, signal=29%	
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		107	0.4649659	1.6948984	0.0	0.0014980691	0.399	1403	tags=30%, list=10%, signal=33%	
GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN		152	0.44782472	1.6934727	0.0	0.0015286591	0.405	1479	tags=30%, list=11%, signal=33%	
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_DN	GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_DN		144	0.45229587	1.6914243	0.0	0.0015563837	0.409	2250	tags=33%, list=16%, signal=38%	
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN	GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN		136	0.45374662	1.6903065	0.0	0.0015719761	0.414	1366	tags=24%, list=10%, signal=26%	
GSE6674_ANTI_IGM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP	GSE6674_ANTI_IGM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP		174	0.4423283	1.6902013	0.0	0.0015726042	0.414	1792	tags=29%, list=13%, signal=33%	
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP		148	0.45375597	1.6899643	0.0	0.0015703349	0.414	2925	tags=43%, list=21%, signal=54%	
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN		126	0.4569259	1.6896936	0.0	0.0015740631	0.415	815	tags=15%, list=6%, signal=16%	
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN		131	0.45944268	1.6885761	0.0	0.0015840752	0.417	1554	tags=29%, list=11%, signal=32%	
GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN	GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN		102	0.47435644	1.6879932	0.0	0.0015877159	0.417	888	tags=19%, list=6%, signal=20%	
GSE29618_BCELL_VS_MONOCYTE_UP	GSE29618_BCELL_VS_MONOCYTE_UP		154	0.45054466	1.6877979	0.0	0.0015854379	0.417	1746	tags=28%, list=12%, signal=32%	
GSE22886_NAIVE_TCELL_VS_DC_UP	GSE22886_NAIVE_TCELL_VS_DC_UP		173	0.44228595	1.687422	0.0	0.0015861079	0.417	2387	tags=32%, list=17%, signal=38%	
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP	GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP		163	0.44646558	1.6868573	0.0	0.0015927947	0.418	2652	tags=36%, list=19%, signal=44%	
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN		142	0.4517523	1.686602	0.0	0.001599468	0.419	2468	tags=34%, list=18%, signal=41%	
GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_UP	GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_UP		151	0.4466852	1.6864429	0.0	0.0016000117	0.42	1394	tags=24%, list=10%, signal=26%	
GSE7852_THYMUS_VS_FAT_TCONV_DN	GSE7852_THYMUS_VS_FAT_TCONV_DN		157	0.44117185	1.6864052	0.0	0.0015977325	0.42	1293	tags=23%, list=9%, signal=25%	
GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_UP	GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_UP		152	0.44752067	1.6852362	0.0	0.001613146	0.424	1990	tags=33%, list=14%, signal=38%	
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_UP	GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_UP		142	0.45481575	1.6848179	0.0	0.0016227047	0.424	1940	tags=32%, list=14%, signal=36%	
GSE12392_WT_VS_IFNAR_KO_CD8A_NEG_SPLEEN_DC_UP	GSE12392_WT_VS_IFNAR_KO_CD8A_NEG_SPLEEN_DC_UP		165	0.44493264	1.6840409	0.0	0.0016410565	0.428	2396	tags=41%, list=17%, signal=48%	
GSE20727_CTRL_VS_H2O2_TREATED_DC_DN	GSE20727_CTRL_VS_H2O2_TREATED_DC_DN		164	0.4445459	1.683416	0.0	0.0016417113	0.428	1746	tags=25%, list=12%, signal=28%	
GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN	GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN		120	0.46905032	1.6833949	0.0	0.0016423553	0.429	1708	tags=30%, list=12%, signal=34%	
GSE26030_TH1_VS_TH17_DAY15_POST_POLARIZATION_UP	GSE26030_TH1_VS_TH17_DAY15_POST_POLARIZATION_UP		155	0.45032966	1.6833329	0.0	0.0016400357	0.429	1923	tags=34%, list=14%, signal=38%	
GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_DN	GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_DN		181	0.43927708	1.6833203	0.0	0.0016377225	0.429	1433	tags=22%, list=10%, signal=24%	
GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP	GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP		151	0.45012155	1.6830835	0.0	0.0016441549	0.43	1486	tags=25%, list=11%, signal=28%	
GSE3982_DC_VS_TH2_UP	GSE3982_DC_VS_TH2_UP		118	0.4681018	1.6829911	0.0	0.0016447516	0.431	2595	tags=36%, list=18%, signal=44%	
GSE3982_MAST_CELL_VS_TH1_UP	GSE3982_MAST_CELL_VS_TH1_UP		130	0.4560412	1.6824903	0.0	0.0016454048	0.432	1112	tags=21%, list=8%, signal=22%	
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP		156	0.44692376	1.6821501	0.0	0.0016488802	0.434	1706	tags=24%, list=12%, signal=27%	
GSE37416_12H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	GSE37416_12H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP		157	0.44563216	1.6818635	0.0	0.0016465709	0.434	2425	tags=32%, list=17%, signal=38%	
FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_18HR_TO_48HR_EARLY_UP	FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_18HR_TO_48HR_EARLY_UP		15	0.6934792	1.6814398	0.02255639	0.0016589975	0.437	1792	tags=40%, list=13%, signal=46%	
GSE14308_TH2_VS_TH17_DN	GSE14308_TH2_VS_TH17_DN		165	0.43530217	1.6802375	0.0	0.0016795996	0.44	1998	tags=26%, list=14%, signal=30%	
GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_DN	GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_DN		152	0.43962464	1.6797086	0.0	0.0016858885	0.443	1416	tags=26%, list=10%, signal=29%	
GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN	GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN		100	0.47298983	1.6796832	0.0	0.0016835405	0.443	2067	tags=29%, list=15%, signal=34%	
GSE22886_IGA_VS_IGM_MEMORY_BCELL_DN	GSE22886_IGA_VS_IGM_MEMORY_BCELL_DN		137	0.4515702	1.6795636	0.0	0.0016898179	0.445	1787	tags=28%, list=13%, signal=32%	
GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_1_DN	GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_1_DN		140	0.45461687	1.6795499	0.0	0.0016874708	0.445	1714	tags=26%, list=12%, signal=30%	
GSE3982_BCELL_VS_TH2_UP	GSE3982_BCELL_VS_TH2_UP		129	0.45475554	1.6794093	0.0	0.0016851304	0.445	2389	tags=36%, list=17%, signal=43%	
GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP	GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP		125	0.45230433	1.6790539	0.0	0.0016913483	0.445	896	tags=20%, list=6%, signal=21%	
GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN		138	0.45075303	1.6780533	0.0	0.0016948478	0.447	1315	tags=24%, list=9%, signal=26%	
GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_DN	GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_DN		171	0.43871474	1.677558	0.0	0.0017094469	0.449	2111	tags=36%, list=15%, signal=41%	
QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DY_AT_1DYPOSITIVE	QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DY_AT_1DYPOSITIVE		245	0.41982377	1.6771498	0.0	0.0017156107	0.45	1940	tags=29%, list=14%, signal=33%	
GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP	GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP		165	0.44053292	1.6766864	0.0	0.0017245631	0.452	1958	tags=28%, list=14%, signal=33%	
GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP	GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP		168	0.4390627	1.6764576	0.0	0.0017250361	0.452	1416	tags=24%, list=10%, signal=27%	
GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP	GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP		157	0.44167203	1.6763997	0.0	0.0017256237	0.453	1383	tags=20%, list=10%, signal=22%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN		129	0.44943443	1.675794	0.0	0.0017346248	0.457	1996	tags=28%, list=14%, signal=32%	
GSE3982_MAST_CELL_VS_TH2_UP	GSE3982_MAST_CELL_VS_TH2_UP		143	0.4439532	1.6755358	0.0	0.0017351102	0.457	1483	tags=25%, list=11%, signal=28%	
GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_UNSTIM_MACROPHAGE_DN	GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_UNSTIM_MACROPHAGE_DN		133	0.44590035	1.6744285	0.0	0.0017638049	0.462	2052	tags=26%, list=15%, signal=30%	
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_UP	GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_UP		118	0.45520824	1.6743165	0.0	0.0017613954	0.462	1604	tags=24%, list=11%, signal=27%	
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN	GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN		172	0.43525496	1.6742779	0.0	0.0017589924	0.462	1894	tags=28%, list=13%, signal=32%	
GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_8D_CULTURE_UP	GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_8D_CULTURE_UP		82	0.48204985	1.6739603	0.0	0.00176217	0.463	2444	tags=32%, list=17%, signal=38%	
HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_1DY_UP	HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_1DY_UP		17	0.6710489	1.6736852	0.00862069	0.0017626275	0.463	919	tags=35%, list=7%, signal=38%	
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN	GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN		147	0.45056054	1.6735435	0.0	0.001765955	0.464	1336	tags=27%, list=9%, signal=29%	
GSE3982_NEUTROPHIL_VS_TH2_UP	GSE3982_NEUTROPHIL_VS_TH2_UP		127	0.45614296	1.6731797	0.0	0.0017663592	0.464	1407	tags=24%, list=10%, signal=26%	
GSE3039_CD4_TCELL_VS_ALPHAALPHA_CD8_TCELL_UP	GSE3039_CD4_TCELL_VS_ALPHAALPHA_CD8_TCELL_UP		158	0.44298378	1.6731648	0.0	0.0017639658	0.464	1731	tags=30%, list=12%, signal=34%	
GSE7219_WT_VS_NIK_NFKB2_KO_DC_DN	GSE7219_WT_VS_NIK_NFKB2_KO_DC_DN		151	0.44662037	1.6726295	0.0	0.0017726778	0.466	1931	tags=30%, list=14%, signal=34%	
GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_UP	GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_UP		177	0.43734312	1.6719644	0.0	0.001784296	0.469	2078	tags=28%, list=15%, signal=33%	
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP	GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP		142	0.44371235	1.6708038	0.0	0.0018070241	0.475	1744	tags=23%, list=12%, signal=26%	
GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP	GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP		152	0.44806227	1.6700139	0.0	0.0018406326	0.481	1288	tags=24%, list=9%, signal=27%	
GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP	GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP		162	0.43871433	1.6698258	0.0	0.00184649	0.484	2135	tags=29%, list=15%, signal=34%	
GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		133	0.45334294	1.6698207	0.0	0.0018440081	0.484	1416	tags=34%, list=10%, signal=37%	
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD8_TCELL_DN	GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD8_TCELL_DN		145	0.44433603	1.6686026	0.0	0.001874959	0.49	1219	tags=21%, list=9%, signal=22%	
GSE360_CTRL_VS_L_DONOVANI_DC_DN	GSE360_CTRL_VS_L_DONOVANI_DC_DN		112	0.46222472	1.6679853	0.0	0.001894473	0.494	1681	tags=30%, list=12%, signal=34%	
GSE5503_PLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	GSE5503_PLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_DN		178	0.43394917	1.6678798	0.0	0.0018974361	0.495	1604	tags=25%, list=11%, signal=28%	
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP		140	0.43894592	1.6673603	0.0	0.0019117531	0.499	2415	tags=31%, list=17%, signal=38%	
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_UP	GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_UP		120	0.4562474	1.6666819	0.0	0.0019313752	0.502	1502	tags=27%, list=11%, signal=30%	
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN	GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN		158	0.43560693	1.6666499	0.0	0.0019288	0.502	1921	tags=32%, list=14%, signal=36%	
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_60DY_UP	GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_60DY_UP		36	0.55799884	1.6666051	0.007633588	0.0019289291	0.503	1683	tags=31%, list=12%, signal=35%	
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP		150	0.43835542	1.6650385	0.0	0.00195379	0.506	1335	tags=29%, list=9%, signal=32%	
GSE22886_IGG_IGA_MEMORY_BCELL_VS_BM_PLASMA_CELL_DN	GSE22886_IGG_IGA_MEMORY_BCELL_VS_BM_PLASMA_CELL_DN		127	0.45278314	1.6649956	0.0	0.0019539862	0.507	1390	tags=27%, list=10%, signal=29%	
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_DN	GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_DN		124	0.45351726	1.6645478	0.0	0.0019541844	0.507	2462	tags=30%, list=17%, signal=36%	
GSE27859_MACROPHAGE_VS_DC_DN	GSE27859_MACROPHAGE_VS_DC_DN		106	0.4602896	1.6636645	0.0	0.0019763438	0.511	2286	tags=38%, list=16%, signal=45%	
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP		149	0.44505736	1.6636319	0.0	0.0019737296	0.511	2617	tags=43%, list=19%, signal=52%	
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN	GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN		151	0.43819496	1.6634928	0.0	0.0019711223	0.511	1628	tags=27%, list=12%, signal=30%	
GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP	GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP		159	0.43786728	1.6629901	0.0	0.001976702	0.513	2250	tags=31%, list=16%, signal=37%	
GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_UP	GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_UP		142	0.44714165	1.6620349	0.0	0.0019984809	0.517	2235	tags=30%, list=16%, signal=35%	
GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_UP	GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_UP		56	0.5098139	1.6617259	0.0	0.0020096672	0.52	2074	tags=29%, list=15%, signal=33%	
GSE36009_UNSTIM_VS_LPS_STIM_DC_UP	GSE36009_UNSTIM_VS_LPS_STIM_DC_UP		132	0.4567591	1.661587	0.003921569	0.0020148687	0.522	1668	tags=29%, list=12%, signal=32%	
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP	GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP		130	0.44661722	1.6614819	0.0	0.0020203716	0.522	1156	tags=24%, list=8%, signal=26%	
GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP	GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP		177	0.43283808	1.6614377	0.0	0.002023115	0.522	1709	tags=25%, list=12%, signal=28%	
GSE7219_WT_VS_NIK_NFKB2_KO_DC_UP	GSE7219_WT_VS_NIK_NFKB2_KO_DC_UP		162	0.4370498	1.6608024	0.0	0.0020395608	0.526	1985	tags=36%, list=14%, signal=42%	
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN	GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN		116	0.4602011	1.6601592	0.0	0.0020475436	0.529	2166	tags=30%, list=15%, signal=35%	
GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	GSE27786_NEUTROPHIL_VS_MONO_MAC_UP		153	0.43568107	1.6595242	0.0	0.0020582208	0.532	2438	tags=33%, list=17%, signal=40%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN		117	0.4527166	1.6594524	0.0	0.0020555374	0.532	946	tags=17%, list=7%, signal=18%	
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_UP	GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_UP		153	0.4415059	1.6584718	0.0	0.0020826033	0.537	1744	tags=25%, list=12%, signal=28%	
QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_POSITIVE	QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_POSITIVE		190	0.42936677	1.6582935	0.0	0.002090526	0.539	1940	tags=29%, list=14%, signal=34%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN		138	0.44781294	1.6581831	0.0	0.0020904813	0.539	2630	tags=33%, list=19%, signal=40%	
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_24H_DN	GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_24H_DN		184	0.433513	1.6577836	0.0	0.0020904776	0.54	2135	tags=34%, list=15%, signal=39%	
GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_DN	GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_DN		171	0.4370966	1.657506	0.0	0.0020985457	0.54	1563	tags=25%, list=11%, signal=28%	
GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_DN	GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_DN		79	0.4826968	1.6574578	0.0	0.0020958309	0.54	528	tags=15%, list=4%, signal=16%	
GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_UP	GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_UP		118	0.45819446	1.6574483	0.0038610038	0.002093123	0.54	1383	tags=21%, list=10%, signal=23%	
GSE21379_TFH_VS_NON_TFH_SAP_KO_CD4_TCELL_DN	GSE21379_TFH_VS_NON_TFH_SAP_KO_CD4_TCELL_DN		137	0.44527715	1.6571792	0.0	0.0020956849	0.542	2281	tags=36%, list=16%, signal=42%	
GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_DN	GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_DN		158	0.4403954	1.6563389	0.0	0.002111838	0.547	1953	tags=35%, list=14%, signal=41%	
GSE6269_HEALTHY_VS_FLU_INF_PBMC_DN	GSE6269_HEALTHY_VS_FLU_INF_PBMC_DN		122	0.46246555	1.6555011	0.0	0.0021302477	0.552	1211	tags=24%, list=9%, signal=26%	
GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP		111	0.45376608	1.6554812	0.0	0.0021275096	0.552	2071	tags=32%, list=15%, signal=37%	
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_DN	GSE18893_TCONV_VS_TREG_24H_TNF_STIM_DN		151	0.4358388	1.6546142	0.0	0.0021485514	0.554	2494	tags=40%, list=18%, signal=48%	
