"gene"	"length"	"logfc"	"logcpm"	"F"	"p"	"fdr"	"gene2"	"Cxcr3_Hi_A"	"Cxcr3_Hi_B"	"Cxcr3_Hi_C"	"Cxcr3_Lo_A"	"Cxcr3_Lo_B"	"Cxcr3_Lo_C"
"Gm12693"	1602	-0.878470214227326	2.08019587281393	5.19545506803567	0.0568997268370451	0.383227643208835	"Gm12693"	1.53863552613552	2.49801880552931	-0.204533233905539	1.56934839693537	3.5365963741494	1.33303757826618
"Gm12695"	2131	0.0335329939452005	1.69734432554498	0.0111502914361481	0.91888244715761	0.970540467225969	"Gm12695"	1.67018582181109	2.4785859542969	0.625447009105822	1.7721022832561	2.19785420582239	0.727423474768671
"Gm12696"	1635	-0.655639067663507	1.75866660182321	2.8057758244317	0.138078977413547	0.481278696196224	"Gm12696"	1.51082224976064	1.65758610202918	0.625447009105822	2.05722747979113	3.01723914309237	0.487142629533546
"Gm12701"	33265	-0.588258479135659	4.11842011894721	7.97471071406777	0.0257799756547987	0.30663235526942	"Gm12701"	3.46722382903068	4.79673505313309	2.02080825135281	3.6289653108235	5.39695472652933	3.04614728842503
"Gm12764"	5916	-0.664211026885025	1.92542006772919	3.19287864592367	0.11735675149145	0.463475771995302	"Gm12764"	1.05180135667594	2.07485868575064	1.43742597816242	2.38038014118519	2.73853504778517	1.36184037341943
"Gm12972"	3514	-0.567400555233601	1.9384957144438	2.84636797371148	0.135684615238096	0.481039169640747	"Gm12972"	1.12701291689723	2.82479861172019	-0.424463246783632	2.10806475918703	3.17701371694541	-0.24667575892074
"Gm13012"	3975	-0.154123123604332	4.81606765612645	1.26797073769894	0.297469734891873	0.630982317036214	"Gm13012"	4.47669975771294	4.63937836147749	5.04777794247825	4.73075865695208	4.79301885013849	5.10318805170511
"Gm13067"	19091	-0.191593310773279	2.50331016598062	0.484019455895906	0.509162444759739	0.780452995391145	"Gm13067"	1.51082224976064	3.6117311102823	-0.0137377243673555	1.70763263608899	3.93566777598392	-0.0824664319877603
"Gm13165"	5371	-0.463721267089604	3.25476040442987	2.50222372312953	0.157943033537759	0.505750824633847	"Gm13165"	2.37282570094911	3.48111603244751	3.0301027061845	3.57577669929946	3.80475347318134	2.89669581841031
"Gm13212"	3547	-0.278777476933274	2.3664139724184	0.881759770863038	0.379154134932632	0.690549945417288	"Gm13212"	2.00526888011153	2.43891690003007	2.18552559910694	2.60936546627307	2.89383851831539	1.94117993749705
"Gm1322"	1966	-0.247246140580268	2.48760866142365	0.463816697563214	0.517853985811893	0.784842148605037	"Gm1322"	1.59270337849171	2.97103250873444	2.22392550824794	2.60936546627307	3.27918074072548	1.62206605037011
"Gm13261"	2342	-0.454571102800006	1.68478612768914	0.992573377254363	0.352480749336349	0.669066366755825	"Gm13261"	1.39387539664818	2.07485868575064	-0.833771418303366	1.10213926284144	3.40072799882792	-0.894268323677824
"Gm13351"	3699	-0.714752135506821	2.29305177403652	3.00367172873517	0.126918579646418	0.473512931069568	"Gm13351"	0.704288661910721	3.27126763447066	0.735862021635507	2.48024219033454	3.30708999554673	1.0792271655291
"Gm13470"	618	0.361316575506957	1.67180894650527	1.16277311633681	0.316836707955659	0.646488876491631	"Gm13470"	1.96483894717528	2.31291268696263	0.887094369841669	2.03112089547168	1.78666695948955	0.261175962481127
"Gm13479"	10532	-0.631121183718804	4.89204117266347	11.3091772417224	0.0121385866828339	0.25512643760983	"Gm13479"	4.64607657210857	4.64810240153127	4.14889772244934	5.48903718909899	5.54493049163649	4.28070598596928
"Gm13483"	1786	-0.737064922266215	2.79958766219493	7.79074248965185	0.0270182051216731	0.310694184948914	"Gm13483"	2.06386564460764	2.92869733841398	1.99883059322666	3.17202256939062	3.69285106466237	2.27984273088739
"Gm13561"	669	-0.306019009125565	1.39758876013677	0.578810070324129	0.471761143230741	0.756505360539583	"Gm13561"	0.654315597864111	2.39812617109952	-0.31031141933796	1.64014672368098	2.39277860708665	-0.534436890549525
"Gm13584"	5834	-0.684791477006998	1.85917435477531	3.28281669952153	0.113149927273753	0.458500019154371	"Gm13584"	0.799323598210254	2.12571577694311	1.10849522758947	1.83381379176639	3.17701371694541	0.933340799344809
"Gm13594"	5292	-1.00827331290274	2.24370444069609	3.50556562957878	0.10356567991427	0.448940383722691	"Gm13594"	1.76741905231726	0.96019185351394	1.93081443999432	2.98067947745851	3.23627764905187	1.41777621875638
"Gm13599"	3911	-0.633730855617592	1.60014461249202	1.50924057525135	0.259168587114228	0.600173246322077	"Gm13599"	0.704288661910721	1.26246994547383	1.53228074839912	1.67428424812981	2.83754054840264	0.771025417200323
"Gm13657"	4490	-0.364928646572943	2.12985715124501	0.688991663301938	0.434050357982279	0.731820682120562	"Gm13657"	2.22660057587095	1.54998248260561	1.78433361974489	2.2730882582695	3.08328702957291	1.30364801300992
"Gm13707"	5012	-0.439689058796196	2.3481131882094	1.96076908128907	0.204396408518805	0.552517070277131	"Gm13707"	1.79073684587244	2.88508220914001	0.566899873060955	1.89299350837286	3.8338238725246	0.682462592564042
"Gm13748"	11052	-0.102035431157107	3.11380568999106	0.206291900137711	0.663513862589651	0.862402171697284	"Gm13748"	2.88721805569954	3.64697617753113	2.27967442649121	3.11101840573864	3.92670066644929	2.0513763552195
"Gm13778"	12746	-0.333385790652745	1.57982465472401	1.02554390427045	0.34510939829743	0.666054879414178	"Gm13778"	1.08989720382776	1.96742800037028	1.02396697743694	1.60518180836916	2.44395432254371	0.971218549712848
"Gm13794"	2446	-0.130680195428917	1.85207709883876	0.139870176945687	0.719542321429608	0.890800131948563	"Gm13794"	0.972452119456742	2.29079897946721	1.8098033523961	1.37547562627159	2.77895615057061	1.30364801300992
"Gm13842"	1160	-0.608564411307914	1.75693957405377	3.04009626483206	0.124998379350667	0.471399880483631	"Gm13842"	1.45353348309482	1.85134915502881	0.625447009105822	1.8032879773003	3.00024365579604	0.813348163245933
"Gm13923"	523	-0.614471597013005	1.46900339262723	2.43654602212402	0.16274775417531	0.511988604407605	"Gm13923"	0.972452119456742	2.33469254517745	-0.684057326363299	1.8032879773003	2.28463652272185	0.433881697719498
"Gm14023"	1781	-0.600609949159096	1.91866362600512	3.52730087361259	0.102689459571897	0.447751732586465	"Gm14023"	1.1984970170641	1.69174149491916	1.88362091160905	2.05722747979113	2.46887715076016	2.01557135994483
"Gm14051"	12650	-0.14798234289247	3.24255108545653	0.372144347100556	0.561217642578505	0.80794345374359	"Gm14051"	2.8320929404508	3.92338075445961	1.70511000879938	2.76002121170398	4.51648863207123	1.5488051384278
"Gm14055"	3933	-0.596413560460073	1.55337820995529	2.08803102477642	0.19192825636281	0.540418278961839	"Gm14055"	1.67018582181109	1.43370169836126	0.442156301995239	1.33336642980844	2.39277860708665	1.5488051384278
"Gm14061"	9423	-0.534317665773251	2.78832589272729	3.35878710448273	0.109752569734221	0.454160174355406	"Gm14061"	1.90198686954525	3.41108851711695	1.46974216118503	2.96697378205172	3.90859748916795	1.41777621875638
"Gm14064"	1464	-0.160361831170618	2.29642794515839	0.171931626123943	0.690881880473316	0.877210067113471	"Gm14064"	1.67018582181109	2.6620528135822	2.12593854511582	2.661351834883	2.85655168666095	1.39007937060033
"Gm14102"	678	0.397408211099021	1.69859883669197	0.524621594354639	0.492498673444126	0.769804282026867	"Gm14102"	1.79073684587244	1.82080905395819	1.56256196560312	1.15144465447603	2.81827554146755	-0.0824664319877603
"Gm14114"	3784	0.23365763730237	1.7413271875725	0.579264206710093	0.471594009243747	0.756505360539583	"Gm14114"	1.98519553452882	2.10051131801647	1.40436929809474	1.56934839693537	2.00686049467242	1.24300939559697
"Gm14218"	8218	-0.262950448938909	4.19672384755116	2.3656517769739	0.16816179812843	0.516629805310634	"Gm14218"	4.22181763595767	4.44281596651508	3.17434299443296	4.30998277368669	4.97800308804541	3.32741809697832
"Gm14230"	4779	-0.143048985232866	2.81687876437945	0.384417934158165	0.554995118085845	0.804046634963365	"Gm14230"	2.37282570094911	3.43144561414364	2.18552559910694	2.67827251014252	3.50079207766251	2.23383960249384
"Gm14246"	6222	-0.309397648058558	2.34852112239585	1.27882986122177	0.295571900415274	0.628689420613028	"Gm14246"	1.6189959509577	3.1289461524131	1.06685008323279	2.05722747979113	3.5128258446402	1.11350490076794
"Gm14295"	13538	-0.334125289470635	3.15432676910928	2.64926008054076	0.147867140919005	0.492797351159596	"Gm14295"	2.99152527786796	3.15366289648466	2.78246971391645	3.41346575088232	3.50079207766251	3.00108485773759
"Gm14305"	1621	-0.0481980565541028	2.00524224948581	0.0288712458286442	0.869909824007472	0.954617964979286	"Gm14305"	1.98519553452882	2.19879018216223	1.75840614425101	2.00453317421237	2.25628517324476	1.82186518141041
"Gm14325"	4394	-0.408665480242549	2.91645893742696	3.46695067001825	0.105147176003443	0.450387188347765	"Gm14325"	2.62714953242476	2.59144047825496	2.86982283861882	2.99425619224326	3.06705636397417	3.23702731923892
"Gm14326"	11450	-0.290834394874802	4.019386369941	1.9675450406227	0.203704459162048	0.5517383708004	"Gm14326"	3.78426307518795	3.85720435272659	3.9166129848672	4.13104773031892	4.54019938088901	3.75953010909592
"Gm14330"	8451	-0.146905459957996	4.25685351501028	0.698160560722909	0.431146718593389	0.728395501391192	"Gm14330"	4.00468558536529	4.85817791283942	3.14462526477732	4.41466155023808	5.02497442350626	2.98265825130708
"Gm14393"	9033	-0.257683356219007	2.3906835938242	0.679011539766152	0.437248844319499	0.733580902821878	"Gm14393"	1.85851080035495	3.17796330760344	1.02396697743694	1.53260224272206	3.5128258446402	1.7582910692584
"Gm14399"	11658	-0.17188066828865	3.48306489393696	0.611625079738996	0.459949077192808	0.748724653839843	"Gm14399"	3.43058149023515	3.57560339732293	3.051612594362	3.67183864495227	4.08015309482093	2.80528499256614
"Gm14403"	3732	-0.213418046500705	2.57419746973027	0.245725367156354	0.635367381860684	0.847994566745661	"Gm14403"	2.62714953242476	2.19879018216223	2.26132977857291	2.83738506677258	3.47641916462334	1.36184037341943
"Gm14410"	4104	0.466930058246156	1.615010059669	1.82752669792438	0.218700641662898	0.565734922938357	"Gm14410"	1.7437181810948	1.51225406759247	2.12593854511582	1.24527115369376	1.57341686048792	1.27364727225973
"Gm14421"	2643	-0.480240894885018	2.35536562168328	1.84794010084232	0.216419603824786	0.563615853146693	"Gm14421"	1.96483894717528	2.17484096096776	1.95384462794907	2.18111189252422	3.464076539956	1.8424488836218
"Gm14636"	2978	-0.0953955076671514	2.69980986448865	0.108031037800634	0.75206458094724	0.906755256263101	"Gm14636"	2.75119823538411	3.15366289648466	1.85943230725949	3.20742407134934	2.63223133986773	2.18632112262314
"Gm14696"	3974	-0.464290906919993	2.23459094654841	2.00485444523548	0.199952566006354	0.5487268597532	"Gm14696"	1.29949109589387	2.43891690003007	2.04245612486571	2.15717145767938	3.14644309138893	1.8424488836218
"Gm15133"	832	-0.496514144138803	1.83870901646416	2.3940094803523	0.165966948464403	0.514954742909346	"Gm15133"	1.45353348309482	2.41866569528844	0.566899873060955	1.83381379176639	2.63223133986773	1.44495134336012
"Gm15232"	2250	-0.015128667880205	2.42243299374545	0.00235489837996795	0.962659103353004	0.988190496963671	"Gm15232"	2.29342534753222	2.04874165276559	2.7952772487779	2.05722747979113	2.71789171682724	2.45045447717217
"Gm15266"	207	0.00321233503355466	1.84815767109729	9.60501662615842e-05	0.992455427194706	0.997495747347219	"Gm15266"	1.71962143484481	2.02214309406891	1.70511000879938	1.83381379176639	2.5411620096796	1.0441151455037
"Gm1527"	2193	-0.752144899746577	1.93753378972116	6.03088529381624	0.043926224917715	0.356595359417966	"Gm1527"	1.36309498817632	1.75771813675362	1.43742597816242	2.05722747979113	2.79874979382256	1.88275566445514
"Gm15384"	3399	-0.532716842812098	1.59000724366756	1.7288711941536	0.230218008213195	0.57396485468992	"Gm15384"	1.08989720382776	2.43891690003007	-0.10598370174713	1.67428424812981	2.22736548529519	1.17970979286938
"Gm15411"	18344	-0.387102273207172	3.1514096897118	2.57726652066572	0.152687469143668	0.499663051485904	"Gm15411"	1.90198686954525	3.8721747742317	2.51465459671412	2.74403785221884	4.12787931168274	2.5908923730703
"Gm15446"	1551	-0.210902403506646	2.67101251157971	0.337773003070564	0.579442374567038	0.818191510204692	"Gm15446"	2.47712031207002	2.55479450702306	2.49908214973224	3.07313803571992	3.32084473336729	1.71429660439177
"Gm15448"	2422	-0.900476244810093	1.951159160748	7.09647690579928	0.0324523623904457	0.323074922007786	"Gm15448"	1.1984970170641	2.07485868575064	0.442156301995239	1.8032879773003	3.47641916462334	0.933340799344809
"Gm15501"	883	0.0824823325250392	4.04966998066681	0.267845504082251	0.620817276707694	0.840496139675999	"Gm15501"	3.9013602765082	3.96586994588732	4.35757886725336	3.90533633928624	3.84338527566349	4.23083259313559
"Gm15506"	20593	-0.812790408753857	2.51568118963449	6.47316706070049	0.0386074436443833	0.338017952204162	"Gm15506"	1.76741905231726	2.60942020630498	1.3705373878647	2.89642142310977	3.72424072931517	1.41777621875638
"Gm15518"	9015	-0.613956123065381	3.05607355525538	3.06292384719452	0.123814887502478	0.470483287650242	"Gm15518"	3.05067157992134	3.72326373877182	0.232142766745858	3.33026822106782	3.82419867856628	1.96014049207203
"Gm15520"	51315	-0.305847522716596	5.21958485335672	4.49943290826002	0.0718196953242361	0.407791773606688	"Gm15520"	4.09174590346983	6.07466946759439	3.80705557800303	4.56779344588509	6.47224143360455	3.83337093500894
"Gm15521"	83131	-0.177723089414781	4.8701357912972	0.992650151255981	0.352463301381472	0.669066366755825	"Gm15521"	4.33717200514538	5.44095680391582	4.05083854088106	4.77075129670424	5.78959063264493	3.78101593751772
"Gm15564"	2094	0.200607489805585	5.45861838450555	0.341294237992888	0.577517999692838	0.81688666836233	"Gm15564"	4.99875966153213	5.31787493388973	6.14835508262791	5.76924527336309	5.18769812930275	4.91194059328622
"Gm15609"	14774	-1.05232577980628	1.78545336420066	9.88704753120807	0.0164006309852262	0.271098411361394	"Gm15609"	0.602549228963766	2.37728999905312	-1.18982143436778	1.56934839693537	3.5128258446402	-0.534436890549525
"Gm15631"	3162	-0.635974767385566	2.37231170747181	1.49732186562395	0.260886717186374	0.601749246573677	"Gm15631"	1.53863552613552	2.10051131801647	2.12593854511582	3.06028694935212	3.29320285592258	1.14698707911448
"Gm15638"	4906	-0.863942629793827	1.56900731485729	4.9692986359322	0.0612578365046003	0.390518138317876	"Gm15638"	0.548856042151318	1.58674934142611	1.06685008323279	2.05722747979113	2.41859336797922	1.21170673259531
"Gm15679"	1944	-0.703194050377831	1.72653472518967	3.29616519316232	0.112542882267257	0.45813257500004	"Gm15679"	1.16319766742907	1.39276113215381	1.43742597816242	2.2951944744241	2.44395432254371	1.27364727225973
"Gm15689"	10050	-0.415244584746504	3.97394229800226	3.18947091320421	0.117520245736778	0.463475771995302	"Gm15689"	3.66944998573836	4.01390906330496	3.33207529877156	4.30998277368669	4.78807621186258	3.12387406067379
"Gm15708"	1766	0.518428036920376	1.72346819675831	2.2524363611437	0.177333878668942	0.527417388486737	"Gm15708"	2.02506675793736	1.30722056898972	2.33334899262029	1.56934839693537	1.32308515010721	1.36184037341943
"Gm15738"	2588	-0.264756503614918	2.60230182385932	0.927538126401939	0.367761256024493	0.681538499290999	"Gm15738"	1.96483894717528	3.33748772822643	1.1489718852114	1.83381379176639	3.92670066644929	1.41777621875638
"Gm15760"	3445	-0.577587407398956	1.67265672985912	3.42474405980982	0.106912914454017	0.450689520899873	"Gm15760"	1.26660574005607	1.47351244784277	1.3705373878647	1.86370707467088	1.82577957515602	2.06895104397411
"Gm15764"	8450	0.303884995126942	2.07414236825169	0.635679644729612	0.451616264049832	0.74355550000009	"Gm15764"	1.85851080035495	2.99858116826063	0.566899873060955	1.67428424812981	3.23627764905187	-0.644700857808531
"Gm15772"	539	-0.211082784244782	2.12053654535614	0.578433129784136	0.471899947390324	0.756537465812779	"Gm15772"	2.04459662629319	2.07485868575064	1.93081443999432	2.35955062003009	2.19785420582239	2.10347089822952
"Gm15834"	19247	-0.265987419169065	4.44047537807738	2.24665258798582	0.177820784240952	0.527762252159506	"Gm15834"	4.03916936794265	4.83925661076392	3.5816510196077	4.1432863108439	5.46975557225113	3.62342772901058
"Gm15860"	4747	-0.516711026518728	3.20754188862041	4.64476442257615	0.0683125725092294	0.402042335756437	"Gm15860"	2.94031414140527	2.37728999905312	3.36681037717847	3.36203218022895	3.36133919612134	3.53767007846757
"Gm15866"	2874	-0.41631838705708	2.22070308323148	2.18974111562977	0.182711900005372	0.531806650642098	"Gm15866"	1.98519553452882	2.37728999905312	1.53228074839912	2.51832870426561	2.93018589160028	1.64568232598592
"Gm15880"	2884	-0.289728857896674	2.11499484366597	0.865683876019241	0.383288922018045	0.693186021934974	"Gm15880"	1.98519553452882	1.78960844878824	2.10551644124722	2.40091320248807	2.44395432254371	1.90249448018092
"Gm15918"	3330	-0.552402171819067	3.65937171122769	3.69396809089747	0.0962883814647866	0.438034299957328	"Gm15918"	3.40814088320066	3.22536963081913	3.29648324509561	3.99585498547222	4.46786504428444	3.10695972394979
"Gm15927"	10080	0.259738545290668	2.84147309135623	1.26235600306701	0.298458129335421	0.631875657137713	"Gm15927"	2.77477753700517	2.95705836580695	3.13458174733847	2.72787543030948	2.58741514316525	2.78416021327492
"Gm15938"	11081	0.166983749322114	3.47028112031392	0.513104467865043	0.497121536357535	0.773105997318833	"Gm15938"	2.71509056408086	4.31716708559462	2.91746248906454	2.69499702934916	4.48017543755734	2.24933754021168
"Gm15987"	1082	0.394046116402153	3.19429612351919	2.97851352399863	0.128268136514842	0.475282678035069	"Gm15987"	3.44535029160171	3.15366289648466	3.45015649923613	2.72787543030948	2.73853504778517	3.39864497709963
"Gm15991"	23333	-0.158722399124511	4.51425806476249	0.926357978149718	0.368048109528176	0.681538499290999	"Gm15991"	3.85786503305262	5.15603990004795	4.05616912812898	4.22040236408947	5.01654714544336	4.31425071091955
"Gm16041"	4158	-0.119687314756083	3.96587922290527	0.33020410107494	0.583625721141666	0.8201352057341	"Gm16041"	4.06330557089913	3.89434310658822	3.63249504541487	4.46915360409658	4.19663284571356	3.26779115064375
"Gm16083"	4900	-0.361354836202698	1.68140894052563	0.953523846923575	0.361533293567228	0.676735374947145	"Gm16083"	1.23295326247396	1.69174149491916	1.53228074839912	2.25063803359839	1.93713118459939	1.30364801300992
"Gm16086"	3731	-0.00188870307232036	1.78931417869584	4.40443536286237e-05	0.994891010397042	0.997957520690526	"Gm16086"	1.96483894717528	2.41866569528844	0.681710568483165	1.83381379176639	2.19785420582239	1.0792271655291
"Gm16141"	24118	-0.763289402855199	2.9100987057326	10.6985445856021	0.0137679566157201	0.264636191883705	"Gm16141"	2.5196087633418	3.17796330760344	1.46974216118503	3.35152170828923	3.68223421621713	2.39579542186015
"Gm16150"	28114	-0.0349357558821405	3.56600479512395	0.0345463616203886	0.857850074980121	0.950363976082615	"Gm16150"	3.28217977972432	4.23268959192994	2.66177828064907	3.31952289925856	4.41754535047833	2.52874604712652
"Gm16152"	17402	-0.363885691503376	3.61021376262368	1.4231788793398	0.27195567623955	0.60807843693742	"Gm16152"	2.12017503451621	4.79673505313309	2.12593854511582	3.33026822106782	4.51648863207123	2.35339772872152
"Gm16158"	2420	0.0206442211885949	1.89745806128361	0.00439822030664493	0.948988495441581	0.983495325507165	"Gm16158"	1.51082224976064	2.45888776785323	1.64976922917973	1.86370707467088	2.33972059721513	1.36184037341943
"Gm16168"	18308	-0.481819076124392	3.21257139383959	2.50842762796837	0.157499259552877	0.505382620164405	"Gm16168"	2.95070282842893	3.01216070830292	2.64772297620363	3.28679823042949	4.25511231112835	2.47702655146509
"Gm16169"	2006	-0.473403883007902	2.56643846958704	3.20254881224539	0.116894462130692	0.463066820621751	"Gm16169"	2.58775514023786	2.6620528135822	1.2640038976216	3.20742407134934	3.27918074072548	1.36184037341943
"Gm16214"	4222	-0.220028045272579	2.16720068050874	0.418328427926284	0.538507985270706	0.795018064693984	"Gm16214"	2.02506675793736	1.96742800037028	2.08480109584862	1.67428424812981	2.85655168666095	2.18632112262314
"Gm16246"	2432	-0.22337085841116	2.40975231441129	0.517419585912358	0.495380147640293	0.771838448248174	"Gm16246"	1.96483894717528	2.573233845287	2.16593543563519	2.13282703611406	3.34796693679501	1.86274303349379
"Gm16252"	11656	-0.651148596028473	2.57807448849278	3.10987646500664	0.121427651685238	0.467049718645964	"Gm16252"	2.24359918500665	3.36949176856471	-1.00084026559804	2.31696706575041	3.90859748916795	0.682462592564042
"Gm16263"	7074	-0.639981023547792	2.61577528329557	6.52611589894536	0.0380282711583327	0.337748269109054	"Gm16263"	2.12017503451621	2.77787305206728	1.70511000879938	2.57363711281964	3.61683813057104	2.27984273088739
"Gm16322"	10349	-0.058898544462528	2.03786197563249	0.0265451229138537	0.875205512233825	0.956253360515585	"Gm16322"	1.39387539664818	2.79368510379147	1.2640038976216	1.94984101184995	3.05064101984264	0.53850709743318
"Gm16341"	3488	-0.43872849724533	1.86707793775024	1.84826901646294	0.216383125265772	0.563615853146693	"Gm16341"	0.493087035700238	2.37728999905312	1.70511000879938	1.37547562627159	2.6099972570463	1.92196687239669
"Gm16347"	1823	-0.702085073178501	1.63818751016813	4.52938939545607	0.0710776808448686	0.406297431385977	"Gm16347"	1.12701291689723	1.78960844878824	0.838424010226965	2.15717145767938	2.13695645118046	1.47162403689887
"Gm16351"	17196	-0.41369668663948	3.37379752934001	3.07440336845364	0.123225433465551	0.469376577164021	"Gm16351"	2.79797764939102	3.9518454638118	2.14607559382046	3.66336529981602	4.2693691572353	2.15374972340842
"Gm1647"	735	-0.752308432003602	1.59963094667273	3.51611466954299	0.103139170932087	0.44831834778274	"Gm1647"	1.71962143484481	1.11923324503608	0.566899873060955	1.67428424812981	2.56447392924128	1.36184037341943
"Gm16497"	2842	0.24644038963402	1.54829974470604	0.362065974673416	0.566435911733749	0.81068206967269	"Gm16497"	1.83627137422914	2.35614848458185	-0.424463246783632	0.826644610623774	2.67569719825459	-0.432005229743896
"Gm16523"	4750	-0.151124523389595	2.9586402845411	0.327826501856083	0.584953293358589	0.820778661758155	"Gm16523"	2.69050674898288	3.21366328777516	2.67569797289697	3.38282616034912	3.13091137499883	2.50311804985036
"Gm16527"	2040	-0.552453710369862	1.79579139410207	2.06198744561962	0.194391747417513	0.542693300352366	"Gm16527"	1.7437181810948	1.62260244134445	0.735862021635507	2.74403785221884	2.41859336797922	0.37857887401785
"Gm16553"	2536	-0.831134116459648	1.94537599901655	6.04452709599526	0.0437483197445798	0.355822015527702	"Gm16553"	0.493087035700238	2.5361164377895	0.566899873060955	1.70763263608899	3.41362219262092	0.813348163245933
"Gm16576"	5404	-0.641021120537521	1.60610675924563	3.1524948190356	0.119314101703128	0.464945277342122	"Gm16576"	1.1984970170641	0.577321056484063	1.83483122486759	2.00453317421237	1.6625336256441	1.88275566445514
"Gm16599"	38661	-0.253727622032978	5.07849459337192	3.78866511476091	0.0928869393998396	0.433464104159649	"Gm16599"	4.71777844970543	5.69149471987652	3.8567775349809	4.85501725081068	6.01361148693516	4.1546917974919
"Gm16675"	1319	-0.625671648404382	2.71040659894999	2.55909239474944	0.15393810881788	0.5013074136814	"Gm16675"	2.86542011077743	1.39276113215381	2.57531602435298	2.55543555815885	3.03403674607966	3.19762643127235
"Gm16794"	13024	-0.496005870029986	3.68725252364664	5.91964814231932	0.0454128099908584	0.360720161048711	"Gm16794"	3.55154515759792	3.68985514633183	2.7952772487779	3.83162439607331	4.56352673524512	3.10695972394979
"Gm16835"	2809	-0.153238960015122	1.63648054003015	0.106936734328297	0.753273346524654	0.907541267806451	"Gm16835"	1.6189959509577	1.88125613844696	0.505875922054523	2.00453317421237	2.73853504778517	-0.644700857808531
"Gm16876"	10738	-0.898275398429822	1.37667467886334	4.17314875792779	0.080606477930532	0.417793501451151	"Gm16876"	0.548856042151318	0.577321056484063	1.43742597816242	2.00453317421237	1.86385974540512	1.33303757826618
"Gm16897"	2491	-0.674588125425711	2.47686156321263	6.44499066530081	0.0389203447407748	0.338476288668816	"Gm16897"	2.12017503451621	2.22234832151389	1.97651294694034	2.95313663183235	3.01723914309237	2.32442417671606
"Gm16973"	2171	0.0499025919928234	2.89431517938249	0.0468416108226953	0.834859583077704	0.941310160289617	"Gm16973"	3.11674390133669	2.77787305206728	2.7952772487779	3.26456198521147	2.49337673372535	2.76272151034287
"Gm17102"	912	-0.183827500495246	1.69684784827522	0.245816472714397	0.635305770605195	0.847992230886007	"Gm17102"	1.90198686954525	2.33469254517745	0.0729628401516569	2.13282703611406	1.90096057775521	0.894441698439472
"Gm17149"	11616	-0.401988206549222	2.96080653747637	2.92495856470634	0.131206154305758	0.478085403274	"Gm17149"	2.67805594323154	3.28251755358896	2.12593854511582	2.77582943297056	3.69285106466237	2.80528499256614
"Gm17171"	3900	-0.441019976652623	2.46069306390997	1.17885512789495	0.313755522506637	0.643692735072979	"Gm17171"	1.29949109589387	2.60942020630498	2.18552559910694	1.94984101184995	3.8338238725246	1.5488051384278
"Gm17250"	5759	-0.0906925985617823	2.00549026585308	0.054593884273626	0.821977288484067	0.936319614416229	"Gm17250"	1.83627137422914	2.22234832151389	1.59222064432109	2.35955062003009	2.73853504778517	0.727423474768671
"Gm17266"	4903	0.587889810923173	2.31991980166473	4.42542140268987	0.0736973108166967	0.409583493556341	"Gm17266"	2.34158796447719	3.40080122733576	1.46974216118503	2.05722747979113	2.63223133986773	0.813348163245933
"Gm17308"	1997	-0.0882031638244277	2.89175300866268	0.0683257947365759	0.801355981615604	0.929054418028035	"Gm17308"	2.58775514023786	3.29368042586913	2.2977887380737	3.29778913717184	3.58299378238549	1.47162403689887
"Gm17508"	5818	-0.0935980429814895	1.66262280188912	0.0643384922024898	0.807094993027731	0.930991602454767	"Gm17508"	1.23295326247396	2.37728999905312	0.625447009105822	1.64014672368098	2.73853504778517	-0.00687731079692613
"Gm17745"	876	0.501196138101719	2.21595880561836	3.17908809149551	0.118020277082431	0.463475771995302	"Gm17745"	2.13846680030279	1.91055572191234	3.00826725583741	1.83381379176639	1.47843071398865	2.30971623559907
"Gm17751"	2188	-0.718630063760385	1.59026478362918	2.58810950213171	0.151947911220131	0.498466040902772	"Gm17751"	0.435075226751638	1.93927208725939	1.02396697743694	2.22783292427855	2.22736548529519	1.0441151455037
"Gm17768"	5653	0.0527567272480511	1.99873292400183	0.0213692150439715	0.887921231945709	0.959408871006168	"Gm17768"	2.30965886029139	2.573233845287	0.232142766745858	1.60518180836916	3.08328702957291	0.261175962481127
"Gm19343"	12716	0.0116320430932404	2.71087728479164	0.00239081820357364	0.962375653803476	0.98797112194942	"Gm19343"	2.69050674898288	3.35890244427279	1.75840614425101	2.80693552512763	3.25072090660627	1.71429660439177
"Gm19378"	1230	-1.10586593688267	2.35763361182593	13.0332053455519	0.00870631721176329	0.231097919837353	"Gm19378"	2.17436894017851	1.82080905395819	1.10849522758947	2.74403785221884	3.01723914309237	2.60300673121951
"Gm19410"	7575	-0.202566880419122	2.11537180538571	0.281238920177721	0.61238160837472	0.836728780781151	"Gm19410"	1.33164352562815	3.01216070830292	0.838424010226965	2.31696706575041	3.08328702957291	0.261175962481127
"Gm19417"	26255	-0.283416354530649	4.39873725247144	2.69502445197487	0.144910174883681	0.490982429419331	"Gm19417"	3.89060878312601	5.18929425943746	2.53006074813534	3.85413609910353	5.5967293061815	3.01021064925924
"Gm19500"	2682	-0.757598190512175	2.00753632622316	6.07038141694839	0.0434137256388683	0.354918469257031	"Gm19500"	1.33164352562815	2.39812617109952	0.505875922054523	1.70763263608899	3.3344695702318	1.36184037341943
"Gm19522"	2530	-0.275569827822242	1.41146476207255	0.261574416954707	0.624861270212287	0.842330766366996	"Gm19522"	1.42401278931693	1.26246994547383	0.625447009105822	1.89299350837286	2.51746720701774	-0.644700857808531
